city,address,new,rooms,square,floor,floors,price,Пермь,Березники,Оханск,Чайковский,д. Кондратово,остальные
Пермь,"р-н Индустриальный, мкр. Ераничи, улица Советской Армии, 82",0,3,265.83,2,9,11504500.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, улица Революции, 2А",1,3,95.8,18,25,11783400.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Рабочий поселок, улица КИМ, 45",0,4,290.36,2,12,11935154.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Екатерининская улица, 10",0,2,252.33,6,6,13240000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Екатерининская улица, 10",0,2,252.33,6,6,13240000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,1,233.77,20,24,13480000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,3,252.89,3,24,14239680.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,254.88,2,24,14620640.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,256.06,3,24,14835150.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,1,54.0,5,9,15500000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 18",0,1,237.14,24,25,15450000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,271.92,5,24,16320600.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,2,255.37,20,24,16350800.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,271.44,3,24,16530390.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,1,57.5,5,9,16490000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,269.74,2,24,16581900.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,1,74.6,6,11,16990000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, улица Революции, 2А",1,3,120.7,25,25,17260100.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,1,64.9,9,9,18000000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,1,54.9,6,9,18000000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,313.75,3,24,22367840.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,4,312.96,8,24,23475690.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,2,97.2,7,9,24000000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, улица Революции, 2А",1,4,168.7,25,25,23955400.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,3,111.8,7,9,25000000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, улица Окулова, 20",0,3,336.68,24,24,29742000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,3,141.1,6,11,29990000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,2,88.1,5,9,31500000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,3,109.6,5,9,33500000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Плоский, Вильвенская улица, 2",0,6,502.0,20,20,35226000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,3,137.0,8,11,39000000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,4,144.8,5,11,41990000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 33",1,5,172.4,9,11,50000000.0,1,0,0,0,0,0
остальные,"Сарс рп, улица Огнева, 1",0,2,172.44,2,2,1000000.0,0,0,0,0,0,1
Пермь,"р-н Свердловский, мкр. Октябрьский, Вижайская улица, 24",0,0,42.16,9,9,1620000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Октябрьский, улица Емельяна Ярославского, 10/1",0,2,143.52,1,9,1950000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Октябрьский, Брестская улица, 13",0,1,130.46,1,2,2049000.0,1,0,0,0,0,0
Березники,"улица Потемина, 9",0,2,183.7,5,6,2200000.0,0,1,0,0,0,0
остальные,"улица Октябрьская, 14",0,1,127.94,3,3,2250000.0,0,0,0,0,0,1
остальные,"пос. Майский, улица 9-й Пятилетки, 7",0,2,179.77,2,5,2370000.0,0,0,0,0,0,1
Пермь,"р-н Дзержинский, мкр. Комсомольский, Ветлужская улица, 28",0,2,206.51,1,2,2400000.0,1,0,0,0,0,0
остальные,"улица Октябрьская, 1",0,2,178.91,1,3,2750000.0,0,0,0,0,0,1
остальные,"улица Победы, 29К1",0,2,202.97,5,5,2750000.0,0,0,0,0,0,1
Пермь,"р-н Свердловский, мкр. Южный, Братская улица, 175",0,1,144.27,1,4,2890000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Качалова, 32",0,0,132.12,1,4,2890000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Железнодорожный, Заречная улица, 138",0,2,173.34,3,5,3090000.0,1,0,0,0,0,0
остальные,"улица 50 лет Октября, 19",0,1,147.96,1,5,3130000.0,0,0,0,0,0,1
Пермь,"р-н Дзержинский, мкр. Железнодорожный, Хабаровская улица, 157",0,2,176.88,4,5,3190000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Октябрьский, улица Лукоянова, 8/2",0,2,181.47,2,5,3200000.0,1,0,0,0,0,0
Пермь,"р-н Кировский, мкр. Нижняя Курья, улица Адмирала Ушакова, 34А",0,0,114.04,8,10,3380000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Нагорный, улица Архитектора Свиязева, 16",0,1,133.75,2,5,3400000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Владимирский, Пихтовая улица, 42",0,1,147.96,1,10,3480000.0,1,0,0,0,0,0
Пермь,"р-н Кировский, мкр. Закамск, улица Липатова, 4",0,2,174.83,1,6,3500000.0,1,0,0,0,0,0
Пермь,"р-н Кировский, мкр. Закамск, Кировоградская улица, 61",0,3,245.73,1,2,3500000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Краснова, улица Моторостроителей, 9",0,2,178.33,9,9,3790000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Зеленое хозяйство, улица Льва Шатрова, 20",0,2,186.17,5,5,3850000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Садовый, улица Юрша, 9",0,1,148.33,2,9,4000000.0,1,0,0,0,0,0
Пермь,"р-н Кировский, мкр. Закамск, Ямпольская улица, 13",0,2,194.07,6,13,4080000.0,1,0,0,0,0,0
Пермь,"р-н Орджоникидзевский, мкр. КамГЭС, улица Менжинского, 45",0,2,201.04,9,10,4150000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, улица Красные Казармы, 68",0,0,152.26,1,25,4330000.0,1,0,0,0,0,0
Пермь,"р-н Кировский, мкр. Закамск, Кировоградская улица, 68А",0,1,188.05,16,18,4300000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Железнодорожный, Хабаровская улица, 135",0,2,193.3,8,10,4390000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Садовый, улица Юрша, 54",0,1,146.13,6,12,4350000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Вышка-2, улица Гашкова, 30/3",0,2,193.3,2,10,4450000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, улица Пушкина, 66",0,2,183.7,5,5,4500000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Новоплоский, улица Карпинского, 49А",0,0,134.96,2,20,4500000.0,1,0,0,0,0,0
Пермь,"р-н Орджоникидзевский, мкр. Энергетик, Краснослудская улица, 8",0,3,228.15,6,9,4500000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Баумана, 25А",0,2,177.17,4,5,4500000.0,1,0,0,0,0,0
Пермь,"р-н Орджоникидзевский, мкр. Гайва, улица Маршала Толбухина, 3",0,2,202.97,1,9,4600000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Светлый, Рабочая улица, 1",0,2,186.44,4,5,4700000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Баумана, 21Б",0,2,179.77,2,5,4900000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Комбайнеров, 39",0,1,163.71,6,10,4950000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Авиагородок, улица Карпинского, 107",0,2,201.77,2,9,5000000.0,1,0,0,0,0,0
Пермь,"р-н Орджоникидзевский, мкр. Гайва, улица Карбышева, 48",0,3,209.27,2,5,5050000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Железнодорожный, Красноводская улица, 15",0,2,188.05,8,18,5500000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, Петропавловская улица, 89",0,1,149.05,2,12,5550000.0,1,0,0,0,0,0
Пермь,"р-н Орджоникидзевский, мкр. Молодежный, улица Льва Лаврова, 14",0,4,265.68,6,9,5700000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, Комсомольский проспект, 67",0,2,223.11,5,5,5700000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Садовый, улица Старцева, 15/2",0,3,234.15,3,9,5700000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Снайперов, 1",0,1,180.33,10,18,5750000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, бульвар Гагарина, 66",0,3,224.14,5,10,6350000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, Петропавловская улица, 79",0,3,218.94,5,9,6700000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, Рабоче-крестьянская улица, 6",0,2,203.21,5,10,6650000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Свердловский, Комсомольский проспект, 75",0,2,214.63,4,5,6990000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Советской Армии, 30",0,2,240.79,7,11,7000000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, улица Тимирязева, 24",0,2,226.76,4,15,7400000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, улица Полины Осипенко, 56",0,3,252.83,5,5,7700000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, улица Тургенева, 33Д",0,3,224.75,16,25,8900000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, бульвар Гагарина, 74В",0,3,245.73,6,21,9050000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, Пушкарская улица, 142",0,3,316.6,15,16,11300000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, улица Максима Горького, 49",0,4,283.06,6,15,14850000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Разгуляй, Пермская улица, 8",0,3,302.63,8,10,15800000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, улица Революции, 21В",0,3,290.11,11,24,20800000.0,1,0,0,0,0,0
остальные,"пос. Северный Коспашский, улица Фурманова, 15",0,1,135.76,3,5,149000.0,0,0,0,0,0,1
остальные,"Новоильинский рп, улица Орджоникидзе",0,1,86.7,1,1,180000.0,0,0,0,0,0,1
Александровск,"пос. Карьер Известняк, улица Гоголя, 8",0,2,172.13,3,4,280000.0,0,0,0,0,0,0
остальные,"пос. Комарихинский, улица Железнодорожная, 94А",0,2,158.78,2,2,300000.0,0,0,0,0,0,1
остальные,"с. Острожка, улица Пономарева",0,2,154.7,2,2,300000.0,0,0,0,0,0,1
остальные,пос. Южный Коспашский,0,2,174.83,2,4,350000.0,0,0,0,0,0,1
остальные,"Пашия рп, улица Свердловская, 29",0,3,225.15,1,5,365850.0,0,0,0,0,0,1
остальные,"пос. Всесвятская, улица Спорта, 8",0,2,174.83,2,2,350000.0,0,0,0,0,0,1
Александровск,"Всеволодо-Вильва пгт, улица Урицкого, 24",0,3,215.07,4,5,420000.0,0,0,0,0,0,0
Оханск,"Советская улица, 39",0,1,130.04,2,2,400000.0,0,0,1,0,0,0
Александровск,"улица Чернышевского, 3",0,2,180.62,2,2,460000.0,0,0,0,0,0,0
Чайковский,"Приморский бульвар, 59",0,1,30.8,4,4,450000.0,0,0,0,1,0,0
остальные,"Горнозаводск, улица Мира, 30",0,1,145.39,3,5,455000.0,0,0,0,0,0,1
остальные,"с. Кыласово, улица Кленовая, 5",0,1,77.59,1,1,470000.0,0,0,0,0,0,1
остальные,"Уральский рп, улица Молодежная, 17",0,2,207.9,1,2,500000.0,0,0,0,0,0,1
Чайковский,"улица Карла Маркса, 3/1",0,1,11.0,6,9,530000.0,0,0,0,1,0,0
остальные,"улица Швейников, 29",0,3,205.1,1,5,500000.0,0,0,0,0,0,1
Александровск,"пос. Карьер Известняк, Юбилейная улица, 3",0,3,201.77,2,5,500000.0,0,0,0,0,0,0
Чайковский,"улица Карла Маркса, 3/1",0,0,11.0,4,9,500000.0,0,0,0,1,0,0
остальные,"пос. Северный Коспашский, улица Фурманова, 15",0,2,178.33,2,5,550000.0,0,0,0,0,0,1
остальные,"пос. Северный Коспашский, улица Крепильщиков, 31",0,3,219.37,4,5,550000.0,0,0,0,0,0,1
остальные,"д. Окуловка, улица Спортивная, 11",0,2,188.05,1,1,590000.0,0,0,0,0,0,1
Александровск,"Яйва пгт, улица 6-й Пятилетки, 12",0,1,137.75,1,2,600000.0,0,0,0,0,0,0
Оханск,"Первомайская улица, 47/2",0,2,140.09,2,2,600000.0,0,0,1,0,0,0
остальные,"пос. Дивья, улица Советская",0,1,140.09,1,1,650000.0,0,0,0,0,0,1
Березники,"улица Ломоносова, 147",0,1,72.44,4,5,690000.0,0,1,0,0,0,0
остальные,"с. Андреевка, улица Дружбы, 3",0,2,207.9,1,1,650000.0,0,0,0,0,0,1
остальные,"пос. Черное, улица Рабочая, 8",0,2,167.83,1,2,730000.0,0,0,0,0,0,1
Березники,"улица Свердлова, 51",0,1,28.02,4,5,700000.0,0,1,0,0,0,0
Оханск,"улица Пролетарская, 11",0,2,156.07,1,2,700000.0,0,0,1,0,0,0
остальные,"д. Тулумбаиха, улица Новая, 3",0,2,195.85,1,2,700000.0,0,0,0,0,0,1
Березники,"Юбилейная улица, 69",0,1,23.26,3,5,750000.0,0,1,0,0,0,0
Александровск,"Яйва пгт, улица 8 Марта, 3",0,1,144.65,5,5,770000.0,0,0,0,0,0,0
Оханск,"улица 200-летия Оханска, 23",0,1,158.11,4,5,780000.0,0,0,1,0,0,0
Оханск,"улица Ленина, 75",0,1,139.7,4,5,750000.0,0,0,1,0,0,0
остальные,"пос. Кукуштан, улица Геологов, 2",0,2,160.11,1,2,750000.0,0,0,0,0,0,1
остальные,"с. Центральная усадьба 3 Госконезавода, улица Советская, 34",0,3,215.94,1,1,750000.0,0,0,0,0,0,1
остальные,"улица Строганова, 5",0,1,148.69,4,5,800000.0,0,0,0,0,0,1
остальные,"с. Орда, Северная улица",0,1,135.76,2,2,818000.0,0,0,0,0,0,1
остальные,"Уральский рп, улица Сукманская, 24",0,3,223.93,1,2,800000.0,0,0,0,0,0,1
Александровск,"улица Жданова, 17",0,3,202.49,2,2,850000.0,0,0,0,0,0,0
Березники,"улица Ломоносова, 147",0,1,69.79,5,5,850000.0,0,1,0,0,0,0
Березники,"улица Свердлова, 51А",0,1,69.79,3,5,890000.0,0,1,0,0,0,0
остальные,"д. Половинка, улица Спортивная, 6",0,3,225.15,1,1,870000.0,0,0,0,0,0,1
остальные,"с. Орда, Советская улица, 118",0,2,162.74,1,2,900000.0,0,0,0,0,0,1
остальные,"с. Половодово, улица Чкалова, 8",0,1,134.96,2,2,900000.0,0,0,0,0,0,1
Оханск,"улица 200-летия Оханска, 25А",0,3,223.32,1,1,900000.0,0,0,1,0,0,0
Оханск,"Первомайская улица, 19",0,3,192.79,1,2,900000.0,0,0,1,0,0,0
Александровск,"Яйва пгт, Заводская улица, 44",0,2,210.41,2,2,900000.0,0,0,0,0,0,0
Березники,"улица Ломоносова, 131А",0,1,113.57,4,5,990000.0,0,1,0,0,0,0
Александровск,"Яйва пгт, Заводская улица, 38",0,2,168.14,4,4,950000.0,0,0,0,0,0,0
Александровск,"Яйва пгт, улица 6-й Пятилетки, 15",0,1,130.88,2,4,960000.0,0,0,0,0,0,0
Оханск,"улица Белинского, 9",0,3,186.98,1,2,950000.0,0,0,1,0,0,0
Березники,"Юбилейная улица, 69",0,1,71.12,3,5,1030000.0,0,1,0,0,0,0
остальные,"с. Родники, улица Молодежная, 4",0,2,171.53,2,2,1050000.0,0,0,0,0,0,1
Березники,"улица Ломоносова, 147",0,1,108.23,5,5,1080000.0,0,1,0,0,0,0
остальные,"Уральский рп, улица Набережная, 16А",0,2,176.59,5,5,1050000.0,0,0,0,0,0,1
Александровск,"Яйва пгт, Юбилейная улица, 1",0,2,180.9,5,5,1100000.0,0,0,0,0,0,0
остальные,"улица Суворова, 9",0,2,173.04,2,5,1100000.0,0,0,0,0,0,1
остальные,"проспект Ленина, 61А",0,2,166.58,5,5,1100000.0,0,0,0,0,0,1
остальные,"д. Брагино, улица Центральная, 1",0,1,164.67,1,2,1100000.0,0,0,0,0,0,1
Оханск,"улица Серова, 4",0,2,175.71,2,2,1100000.0,0,0,1,0,0,0
Оханск,"улица Винокурова, 16",0,2,179.77,3,4,1100000.0,0,0,1,0,0,0
Александровск,"улица Ленина, 22",0,3,214.63,1,5,1150000.0,0,0,0,0,0,0
остальные,"пос. Нижнее Мошево, улица Ковалева, 5",0,2,195.85,2,2,1200000.0,0,0,0,0,0,1
Березники,"улица Свердлова, 51",0,2,109.71,4,5,1200000.0,0,1,0,0,0,0
Березники,"улица Парижской Коммуны, 30",0,1,128.78,2,5,1200000.0,0,1,0,0,0,0
Александровск,Яйва пгт,0,2,174.53,2,2,1200000.0,0,0,0,0,0,0
остальные,"Новоильинский рп, улица Свердлова, 3",0,2,178.91,1,4,1200000.0,0,0,0,0,0,1
остальные,"с. Большой Букор, улица Победы, 8",0,2,254.14,1,1,1200000.0,0,0,0,0,0,1
остальные,"улица Свободы, 41",0,3,233.96,2,2,1284000.0,0,0,0,0,0,1
Александровск,"Яйва пгт, Коммунистическая улица, 17",0,2,182.03,5,5,1280000.0,0,0,0,0,0,0
Березники,"Юбилейная улица, 69А",0,2,97.38,3,5,1280000.0,0,1,0,0,0,0
Березники,"улица Ломоносова, 131",0,1,67.08,2,5,1300000.0,0,1,0,0,0,0
Березники,"улица Мира, 120",0,1,89.6,2,5,1340000.0,0,1,0,0,0,0
Березники,"улица Хользунова, 78А",0,2,181.47,1,2,1300000.0,0,1,0,0,0,0
Оханск,улица Кирова,0,3,337.83,1,2,1300000.0,0,0,1,0,0,0
Березники,"Большевистская улица, 4",0,2,138.53,2,3,1380000.0,0,1,0,0,0,0
Березники,"улица Фрунзе, 8",0,2,158.11,1,2,1390000.0,0,1,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Нагорный, улица Геологов, 11/2",0,0,35.29,1,5,1400000.0,1,0,0,0,0,0
остальные,"с. Пыскор, улица Мира, 10",0,2,198.84,2,2,1400000.0,0,0,0,0,0,1
Александровск,"Яйва пгт, Юбилейная улица, 1",0,3,221.59,2,5,1400000.0,0,0,0,0,0,0
Оханск,"улица Ленина, 79",0,3,210.86,2,5,1420000.0,0,0,1,0,0,0
остальные,"пос. Железнодорожный, улица 35 лет Победы, 7",0,2,195.85,5,5,1440000.0,0,0,0,0,0,1
Березники,"улица Мира, 81",0,1,127.94,3,5,1470000.0,0,1,0,0,0,0
Березники,"Юбилейная улица, 69",0,1,109.71,2,5,1480000.0,0,1,0,0,0,0
остальные,"улица Октябрьская, 23Б",0,1,133.34,1,2,1510000.0,0,0,0,0,0,1
Александровск,"Яйва пгт, Юбилейная улица, 3",0,2,176.59,5,5,1500000.0,0,0,0,0,0,0
остальные,"Сарс рп, улица Микрорайон, 6",0,3,195.6,2,5,1500000.0,0,0,0,0,0,1
остальные,"Октябрьский проспект, 7Б",0,2,216.81,2,5,1500000.0,0,0,0,0,0,1
Березники,"улица Мира, 120",0,1,127.08,3,5,1500000.0,0,1,0,0,0,0
остальные,"с. Усть-Сыны, улица Совхозная, 10",0,1,123.62,1,2,1500000.0,0,0,0,0,0,1
Оханск,"улица Ленина, 79",0,3,213.31,5,5,1500000.0,0,0,1,0,0,0
Оханск,"улица Винокурова, 30",0,2,199.09,5,5,1500000.0,0,0,1,0,0,0
остальные,"проспект Ленина, 38",0,1,147.6,4,5,1500000.0,0,0,0,0,0,1
Оханск,"улица 200-летия Оханска, 23",0,3,225.56,2,5,1500000.0,0,0,1,0,0,0
Березники,"улица Ломоносова, 68",0,1,133.75,4,4,1599000.0,0,1,0,0,0,0
Березники,"улица Мира, 83",0,1,126.65,5,5,1580000.0,0,1,0,0,0,0
Пермь,"р-н Кировский, мкр. Закамск, Торговая улица, 8",0,1,72.44,1,5,1580000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Зеленое хозяйство, улица Льва Шатрова, 1",0,0,21.29,1,5,1580000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Краснова, Серебрянский проезд, 17",0,0,27.08,5,5,1550000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Островский, Народовольческая улица, 46",0,0,15.22,8,9,1560000.0,1,0,0,0,0,0
Александровск,"Яйва пгт, Заводская улица, 30",0,2,179.77,1,5,1600000.0,0,0,0,0,0,0
Березники,"улица Мира, 26",0,1,135.36,4,5,1600000.0,0,1,0,0,0,0
Березники,"улица Свободы, 20",0,1,151.2,3,5,1600000.0,0,1,0,0,0,0
Оханск,"улица Ленина, 79",0,3,222.08,1,6,1600000.0,0,0,1,0,0,0
остальные,"с. Калинино, улица Октябрьская, 2",0,3,214.63,1,2,1600000.0,0,0,0,0,0,1
остальные,"Оверята рп, улица Строителей, 6",0,1,127.08,4,5,1670000.0,0,0,0,0,0,1
Березники,"улица Льва Толстого, 84",0,1,131.7,5,5,1650000.0,0,1,0,0,0,0
остальные,"улица Герцена, 40А",0,2,220.63,5,7,1650000.0,0,0,0,0,0,1
Березники,"улица Карла Маркса, 30",0,2,177.17,1,2,1680000.0,0,1,0,0,0,0
остальные,"улица Мира, 6",0,2,178.33,2,2,1650000.0,0,0,0,0,0,1
Березники,"улица Ермака, 68",0,1,132.94,4,5,1680000.0,0,1,0,0,0,0
Березники,"улица Ломоносова, 86",0,1,132.94,4,5,1680000.0,0,1,0,0,0,0
Пермь,"р-н Свердловский, мкр. Крохалева, Таборская улица, 20",0,0,73.75,1,6,1650000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Свердловский, улица Клары Цеткин, 23",0,0,25.18,4,9,1730000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, бульвар Гагарина, 38",0,0,21.29,4,9,1700000.0,1,0,0,0,0,0
Березники,"улица Льва Толстого, 94",0,1,134.16,5,5,1750000.0,0,1,0,0,0,0
Березники,"улица Свердлова, 84",0,1,108.23,3,5,1780000.0,0,1,0,0,0,0
остальные,"проспект Свердлова, 6Б",0,3,218.94,1,5,1750000.0,0,0,0,0,0,1
остальные,"с. Кыласово, улица Ленина, 96",0,1,169.39,1,2,1750000.0,0,0,0,0,0,1
Березники,"Юбилейная улица, 110",0,1,143.9,1,5,1780000.0,0,1,0,0,0,0
Березники,"Советский проспект, 66",0,1,133.34,2,4,1750000.0,0,1,0,0,0,0
Березники,"Советский проспект, 66",0,1,133.34,2,4,1750000.0,0,1,0,0,0,0
Березники,"улица Ивана Дощеникова, 14",0,1,141.63,3,5,1750000.0,0,1,0,0,0,0
Чайковский,"улица Кабалевского, 24",0,1,96.84,3,5,1798000.0,0,0,0,1,0,0
Березники,"улица Менделеева, 10А",0,2,169.69,1,3,1750000.0,0,1,0,0,0,0
остальные,"проспект Ленина, 6",0,2,187.25,4,5,1750000.0,0,0,0,0,0,1
Пермь,"р-н Индустриальный, мкр. Балатово, улица Чайковского, 20",0,0,33.52,1,5,1750000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Данилиха, Грузинская улица, 11",0,0,31.71,1,5,1750000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Ераничи, проспект Декабристов, 37",0,0,70.46,6,9,1820000.0,1,0,0,0,0,0
остальные,"пос. Железнодорожный, улица 35 лет Победы, 4",0,2,198.35,3,5,1840000.0,0,0,0,0,0,1
Березники,"улица Свободы, 16",0,1,156.42,1,5,1800000.0,0,1,0,0,0,0
Березники,"улица Ивана Дощеникова, 22",0,1,150.84,9,9,1840000.0,0,1,0,0,0,0
Александровск,"Яйва пгт, Юбилейная улица, 7",0,2,221.46,5,5,1800000.0,0,0,0,0,0,0
Оханск,"улица Винокурова, 30",0,3,225.36,5,5,1800000.0,0,0,1,0,0,0
Оханск,"улица Подвойского, 84",0,3,223.52,4,5,1800000.0,0,0,1,0,0,0
Березники,"Советский проспект, 58",0,1,132.53,1,4,1850000.0,0,1,0,0,0,0
Березники,"Юбилейная улица, 62",0,1,135.36,3,5,1850000.0,0,1,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, улица Аркадия Гайдара, 8",0,1,132.12,1,5,3200000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Ераничи, проспект Декабристов, 37",0,0,62.9,9,9,1910000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Громовский, Краснофлотская улица, 32",0,0,76.32,5,5,1890000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Парковый, Подлесная улица, 17",0,0,32.62,4,9,1540000.0,1,0,0,0,0,0
Пермь,"р-н Ленинский, мкр. Центр, Екатерининская улица, 134",0,0,59.31,7,9,1850000.0,1,0,0,0,0,0
Пермь,"р-н Дзержинский, мкр. Комсомольский, улица Машинистов, 49",0,0,68.44,3,6,1750000.0,1,0,0,0,0,0
Пермь,"р-н Мотовилихинский, мкр. Городские Горки, бульвар Гагарина, 38",0,0,21.29,4,9,1700000.0,1,0,0,0,0,0
Пермь,"р-н Свердловский, мкр. Краснова, Серебрянский проезд, 17",0,0,27.08,5,5,1550000.0,1,0,0,0,0,0
Пермь,"р-н Индустриальный, мкр. Балатово, улица Мира, 30",0,0,80.7,4,5,2350000.0,1,0,0,0,0,0
